Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male,Internet_Access_No,Internet_Access_Yes,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Learning_Disabilities_No,Learning_Disabilities_Yes
12,75,2,0,6,98,2,2,1,2,2,0,65,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
27,95,2,0,7,81,1,3,1,2,2,1,72,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
17,87,2,2,7,91,0,3,1,0,3,0,70,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
22,74,2,0,10,51,2,1,2,2,4,1,65,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
20,87,2,2,7,99,2,3,1,2,3,1,69,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
23,61,0,1,6,73,2,1,2,2,3,0,65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
20,89,1,2,7,95,1,3,1,2,2,1,69,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
12,79,1,2,9,69,2,2,1,0,3,2,65,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,93,2,0,9,89,2,0,1,2,3,0,72,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
17,98,0,1,10,71,2,0,1,0,3,2,70,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
11,97,2,2,7,68,1,0,1,2,2,1,64,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
17,96,2,1,8,97,1,0,2,2,3,1,67,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
29,80,2,1,5,85,0,0,0,0,2,1,69,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
25,74,1,2,6,92,1,4,2,2,3,2,70,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
18,79,2,2,5,77,1,1,1,0,3,1,65,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,88,0,0,8,96,1,1,1,2,3,1,69,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
18,95,0,2,7,87,0,5,2,2,2,0,74,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
32,68,1,2,7,54,2,1,1,2,1,2,66,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
22,97,2,2,6,88,0,1,1,1,4,0,72,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
26,99,1,0,4,91,0,2,0,1,4,2,75,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
21,95,2,1,7,67,2,3,2,2,2,0,70,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
18,71,1,1,7,80,2,1,2,1,4,2,63,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
19,64,2,2,4,87,0,2,2,2,4,1,65,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
20,64,2,0,8,82,2,3,2,1,3,1,64,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
20,72,2,0,7,84,1,2,2,0,2,1,65,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
24,85,2,2,8,95,2,2,2,2,4,1,70,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
20,92,2,1,10,69,2,0,1,2,2,2,67,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
24,96,2,2,7,77,1,0,1,2,2,1,67,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1
20,85,2,0,8,59,2,1,2,2,3,2,68,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
20,60,2,2,9,73,0,4,2,2,4,0,65,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
8,67,0,2,8,58,1,2,2,2,1,2,61,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
25,64,2,1,6,82,1,2,1,2,3,1,63,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
22,75,2,1,5,66,1,2,1,2,2,1,80,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
26,80,2,2,8,93,2,2,1,1,1,2,69,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
3,62,2,1,6,67,2,1,1,2,3,1,55,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
33,74,2,2,9,64,2,2,2,2,4,2,70,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
19,67,2,2,6,75,0,1,1,2,3,0,65,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
27,86,1,2,7,59,1,1,2,2,3,1,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
14,79,2,1,5,60,2,3,1,2,5,1,64,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
24,80,2,2,6,89,2,1,1,0,3,0,69,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
14,77,1,0,6,75,2,1,2,0,4,1,89,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
16,98,2,1,6,60,2,1,2,2,3,1,67,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
31,69,2,2,7,52,2,2,0,1,5,0,92,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
19,81,0,0,6,73,1,1,1,0,3,1,67,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
21,89,1,2,10,87,1,3,2,2,3,0,70,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
25,82,0,1,8,68,2,1,1,0,3,0,68,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
23,97,2,1,9,62,2,0,1,2,2,2,70,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
21,75,2,2,7,70,1,3,2,2,4,2,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
22,79,2,2,7,98,0,0,0,2,3,1,69,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
34,64,2,2,6,71,0,0,1,0,4,1,67,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
20,84,0,0,10,63,2,0,1,2,4,1,69,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
21,72,2,0,7,78,1,0,0,2,1,1,63,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
27,82,2,0,6,51,1,1,1,2,3,1,66,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
27,81,2,2,8,78,2,0,2,2,3,1,68,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
24,63,2,2,9,92,2,4,2,2,4,2,69,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
13,88,0,1,9,61,1,4,2,2,3,1,66,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
30,85,2,2,6,96,1,1,2,2,4,1,72,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
13,68,1,2,6,79,2,1,0,2,3,0,62,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
22,79,2,2,9,76,2,1,1,2,2,1,67,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
15,89,0,1,10,98,1,0,1,2,2,0,67,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
20,81,0,0,7,56,1,1,2,2,3,1,67,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
22,76,2,1,9,87,1,2,1,0,3,0,65,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
22,73,0,1,5,91,2,1,2,2,3,2,67,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
23,84,1,1,6,74,2,3,1,2,1,1,66,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
30,98,1,1,5,50,0,0,1,0,2,0,70,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
23,87,1,0,8,76,2,2,0,2,5,2,71,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
19,63,1,0,7,58,2,2,1,0,3,2,64,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
26,78,1,0,7,78,1,4,2,2,4,1,69,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
27,96,2,0,9,87,1,0,2,0,2,0,72,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0
13,64,2,1,6,77,2,0,1,0,4,1,60,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,100,2,1,7,82,1,1,2,0,3,1,71,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
24,98,2,2,5,55,0,0,2,2,3,1,71,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
18,63,0,0,9,55,2,2,0,0,2,2,66,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
28,97,2,2,9,93,1,3,2,0,3,1,74,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,75,2,2,8,52,0,0,1,2,4,2,64,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
21,94,2,1,7,64,1,2,2,2,2,1,68,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
19,77,0,1,6,97,1,4,1,2,2,1,66,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
20,78,2,2,5,73,1,1,1,2,3,0,65,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
13,85,1,0,7,84,2,0,1,2,5,1,64,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0
11,91,2,1,8,61,2,1,0,2,3,2,65,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
30,61,0,0,10,64,1,4,2,2,2,2,69,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
14,67,2,0,7,82,1,1,2,2,3,1,62,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
7,74,1,0,9,98,0,3,0,1,2,1,63,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
16,74,0,1,9,79,0,0,0,2,4,2,65,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
12,79,1,0,6,55,2,1,1,0,4,0,62,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
30,73,1,2,7,68,2,0,1,0,2,2,67,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
26,64,1,0,6,62,1,1,1,2,5,1,64,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
16,66,2,1,6,63,1,2,2,0,3,0,61,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
34,61,1,2,9,75,2,1,1,2,2,0,65,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
26,79,0,1,7,66,2,1,0,2,5,1,67,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
18,98,0,1,7,64,2,0,2,2,4,2,70,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
5,65,2,0,7,98,1,1,1,1,3,1,59,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
34,98,2,0,7,79,2,1,1,2,4,0,75,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
12,89,1,2,7,63,2,4,1,0,2,0,67,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
10,85,2,2,6,64,1,1,2,2,3,0,64,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
26,86,2,0,9,91,2,3,0,2,3,1,72,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
35,93,2,2,6,94,2,5,2,2,2,0,76,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
28,64,2,0,6,84,1,2,2,2,2,2,69,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
23,80,1,2,7,72,1,0,1,0,5,1,65,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
24,88,0,2,10,88,1,2,0,0,1,2,72,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
25,83,2,0,6,97,1,0,1,1,4,1,69,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
25,93,0,2,8,58,2,0,0,2,4,1,71,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
22,63,0,2,7,93,0,0,2,2,2,1,64,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
21,88,0,0,7,92,0,2,2,2,3,2,74,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
20,81,2,0,8,68,2,0,2,2,3,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
15,75,2,0,4,65,0,1,1,1,4,2,66,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
18,74,2,2,6,78,0,0,0,2,2,1,65,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
10,85,0,2,8,64,1,2,0,2,3,2,67,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,96,2,2,7,57,0,0,1,2,3,1,69,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
14,80,0,1,7,98,0,2,1,0,2,1,66,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
13,93,2,0,8,75,2,1,2,2,2,1,69,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
21,76,2,2,6,74,2,2,2,2,3,1,67,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
28,64,2,2,9,56,2,1,1,1,2,0,64,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
26,62,0,0,8,75,2,2,2,2,2,0,67,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
11,62,1,0,7,87,0,3,1,0,3,1,61,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0
14,75,2,1,8,62,1,0,0,2,2,1,61,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
26,73,2,2,9,68,0,4,2,2,2,1,68,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
14,89,1,0,6,59,1,2,1,0,5,2,66,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
19,90,2,2,8,68,1,0,0,2,4,1,66,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
14,69,1,0,8,62,0,1,2,0,2,1,63,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
21,71,2,2,7,51,2,3,2,0,3,2,66,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
12,82,0,2,10,77,0,0,2,2,4,0,66,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
16,66,0,2,7,79,0,0,0,0,3,0,66,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
22,65,2,2,9,66,0,2,2,2,4,1,65,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
10,98,2,2,6,82,2,2,0,2,2,0,69,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
23,92,2,0,9,52,0,1,0,2,2,1,71,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
20,67,0,0,6,67,0,1,2,0,2,0,66,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
23,76,2,2,7,57,0,1,2,2,3,1,66,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
21,74,2,0,6,61,1,0,1,2,4,1,65,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
28,92,1,2,10,69,2,4,1,2,4,1,71,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
21,80,2,0,7,75,0,3,2,0,2,1,69,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
17,65,1,1,5,55,2,2,1,2,3,1,61,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
21,90,0,2,7,55,0,1,1,0,4,1,70,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,76,2,2,8,84,0,2,0,2,4,0,70,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
20,71,2,2,7,70,0,0,0,0,4,1,65,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
20,75,2,1,6,59,2,2,2,2,1,2,64,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
16,80,0,0,9,62,1,0,0,2,4,2,68,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
16,74,1,2,9,86,1,1,1,2,2,1,63,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
12,70,2,0,5,53,2,2,1,2,3,0,63,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
30,76,2,2,6,75,1,3,0,2,3,0,71,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
13,61,0,1,7,68,1,1,2,2,2,1,58,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
16,91,2,2,6,91,2,1,2,2,2,1,68,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
16,67,2,0,8,90,0,1,0,1,4,1,65,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
25,62,2,2,10,84,1,2,1,2,3,0,65,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
18,86,0,1,6,69,1,2,2,0,2,1,68,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
27,91,1,0,9,82,2,0,1,1,1,1,69,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
16,93,2,2,5,82,1,5,0,2,1,1,71,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
22,80,1,2,8,67,1,2,1,1,2,2,65,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
15,68,1,2,6,94,1,0,2,0,5,2,64,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
33,89,1,2,8,99,2,2,0,0,4,0,75,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
13,88,0,2,4,66,1,1,1,0,4,1,67,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
22,70,2,0,5,90,0,1,2,0,3,0,68,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
24,96,0,0,8,75,1,1,2,2,1,0,72,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
22,64,2,2,6,73,0,3,2,2,4,2,67,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
19,99,0,2,7,69,2,1,0,2,3,1,72,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
19,94,2,1,10,65,0,1,1,0,3,2,69,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
20,88,1,1,7,96,1,0,0,0,3,2,68,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
19,98,2,2,8,87,2,0,2,2,6,1,70,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
26,89,2,2,6,72,0,1,1,2,3,0,69,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
33,68,2,1,5,88,2,2,1,2,1,0,67,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
17,78,2,2,7,86,2,0,1,1,3,0,63,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0
12,63,2,0,5,63,1,4,1,2,2,1,61,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0
19,76,2,0,6,59,2,1,2,2,3,1,66,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
35,90,0,2,7,92,1,0,1,2,4,1,73,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
15,75,2,0,7,91,0,0,2,0,3,0,67,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
30,73,0,2,8,100,2,2,0,0,2,1,72,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
30,84,0,2,8,51,1,1,1,2,4,2,69,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
17,95,1,0,5,77,2,2,2,2,4,1,69,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
23,62,1,0,6,85,2,1,1,2,3,0,63,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
30,75,2,2,4,79,1,0,2,2,4,1,67,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
18,66,2,2,6,86,2,0,0,2,2,1,63,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
19,88,2,0,8,57,1,1,2,1,4,0,66,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
17,64,2,2,9,50,2,2,1,0,4,1,62,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
14,87,2,2,7,55,2,2,1,0,4,2,68,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
16,71,2,0,9,69,2,1,1,2,4,2,65,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
13,68,1,1,8,66,2,0,2,1,4,0,59,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
20,97,0,2,7,94,0,1,2,2,1,0,72,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
15,61,2,0,6,54,2,0,0,0,2,2,63,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
21,78,2,2,4,72,2,1,2,0,4,2,68,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
11,61,2,2,9,98,0,0,2,0,2,1,61,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
22,79,1,2,7,75,1,1,1,0,3,1,65,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
25,80,2,2,9,57,1,2,1,0,3,1,68,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
8,73,1,2,6,65,0,1,1,2,4,0,61,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
27,75,2,2,7,51,0,1,2,1,2,2,67,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
13,87,1,2,6,98,1,0,0,0,3,2,66,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
30,91,2,2,7,78,0,3,2,2,2,2,75,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
23,81,2,2,7,85,1,0,2,2,4,1,68,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
16,84,1,2,7,75,0,2,2,2,3,1,65,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
20,68,1,2,6,98,0,0,1,0,4,1,64,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
20,66,1,2,6,83,2,2,1,2,3,0,64,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
23,70,2,0,9,93,2,0,1,0,2,2,67,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
14,69,2,0,6,93,1,2,1,2,0,1,63,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
21,81,0,2,4,51,2,0,2,2,2,0,67,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
12,83,0,1,5,64,2,1,0,2,2,2,65,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
19,98,0,1,7,62,0,1,1,0,2,1,70,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
15,68,2,2,6,50,0,2,0,1,3,1,62,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
16,86,0,2,7,94,2,2,1,0,3,1,69,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
27,93,2,1,6,66,2,2,2,2,3,0,70,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
27,82,2,2,9,67,1,1,1,0,2,1,68,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
24,70,2,0,8,55,2,4,1,0,4,2,68,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
13,71,2,2,10,99,2,0,1,2,3,2,64,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,62,1,0,6,91,0,4,1,2,1,1,63,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0
27,72,1,1,7,79,2,2,0,0,2,2,68,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
21,90,0,1,9,89,1,1,1,1,2,1,67,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
34,62,0,1,8,89,1,3,1,2,4,0,68,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22,69,2,0,6,83,2,1,1,2,2,0,66,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
21,88,2,2,8,59,1,2,2,2,1,2,67,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0
18,91,0,2,8,86,0,1,2,2,4,1,69,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
19,88,2,0,6,86,2,4,2,2,3,0,70,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
24,76,2,2,7,77,2,3,2,2,4,2,68,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
26,66,1,2,9,98,2,2,1,2,2,0,66,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
15,76,2,0,8,81,2,2,1,2,4,2,67,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
12,83,2,2,6,79,2,1,0,1,4,1,65,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
9,98,2,2,6,92,2,0,2,2,5,1,67,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
23,63,2,2,8,69,0,2,2,1,4,1,63,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
13,80,1,0,4,66,0,2,1,2,2,1,64,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
7,73,0,2,6,75,2,3,1,2,3,0,64,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
22,80,1,1,9,79,0,0,2,2,3,0,66,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
35,61,2,0,7,61,1,2,2,2,4,1,68,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1
20,73,0,2,6,84,0,0,2,2,3,1,67,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
25,93,2,0,5,90,1,1,2,2,2,0,72,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
20,82,2,2,8,79,1,1,1,2,4,1,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
19,78,2,2,7,76,0,2,2,1,3,0,66,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
26,71,0,1,7,65,2,1,1,2,3,0,66,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
18,72,0,0,8,95,2,1,2,2,4,1,67,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
22,75,2,2,7,88,1,0,1,2,3,2,65,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
22,93,0,2,7,74,1,2,2,0,3,0,70,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0
16,99,1,2,5,83,1,0,1,0,4,2,69,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
26,78,0,0,5,67,1,1,0,0,3,1,69,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0
19,76,0,2,8,53,2,1,2,2,4,0,66,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
15,94,2,1,8,60,2,2,2,2,4,1,66,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
23,77,0,0,8,54,2,1,1,2,3,0,67,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
15,82,2,0,6,75,2,1,2,1,3,1,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
20,69,2,2,8,81,0,2,2,2,4,1,67,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
20,90,0,0,6,69,2,2,0,0,3,1,72,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
27,81,2,1,9,77,1,1,2,0,4,0,68,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
